Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Torque_x_Toolwear,Temp_difference
0,301.9,310.5,1472,39.7,187,7423.900000000001,8.600000000000023
1,299.8,309.2,1439,36.1,203,7328.3,9.399999999999977
2,298.0,307.6,1472,46.7,116,5417.200000000001,9.600000000000023
2,298.8,308.7,1543,38.2,44,1680.8000000000002,9.899999999999977
1,299.0,310.4,1339,49.6,94,4662.400000000001,11.399999999999977
1,302.7,312.2,1376,52.8,164,8659.199999999999,9.5
2,301.9,310.5,1590,40.3,130,5239.0,8.600000000000023
1,302.3,310.8,1465,43.8,7,306.59999999999997,8.5
1,297.9,307.6,1747,25.3,136,3440.8,9.700000000000045
1,295.5,306.1,1573,35.1,129,4527.900000000001,10.600000000000023
1,297.4,308.4,1421,46.0,124,5704.0,11.0
1,301.2,310.9,1413,50.1,141,7064.1,9.699999999999989
2,299.0,310.6,1587,34.2,141,4822.200000000001,11.600000000000023
2,303.5,312.9,1572,44.7,84,3754.8,9.399999999999977
2,300.2,309.7,1408,44.0,144,6336.0,9.5
2,302.2,311.5,1479,39.5,36,1422.0,9.300000000000011
1,301.4,310.8,1610,34.6,187,6470.2,9.400000000000034
0,297.5,308.3,1674,30.0,54,1620.0,10.800000000000011
2,301.7,311.1,1618,36.7,115,4220.5,9.400000000000034
1,300.4,311.8,1433,42.2,14,590.8000000000001,11.400000000000034
1,299.8,309.6,1526,41.7,85,3544.5000000000005,9.800000000000011
1,300.3,310.3,1629,34.1,52,1773.2,10.0
1,299.4,309.2,1621,34.5,48,1656.0,9.800000000000011
1,302.1,310.1,1447,46.6,169,7875.400000000001,8.0
2,299.7,311.0,1506,42.7,85,3629.5000000000005,11.300000000000011
1,298.0,307.7,1492,38.7,202,7817.400000000001,9.699999999999989
1,298.2,308.3,1458,41.8,132,5517.599999999999,10.100000000000023
1,303.8,313.1,1523,39.8,150,5970.0,9.300000000000011
1,298.9,310.2,1445,40.0,129,5160.0,11.300000000000011
2,298.9,308.4,1827,26.1,5,130.5,9.5
2,301.8,310.2,1437,42.3,0,0.0,8.399999999999977
1,299.1,308.4,1693,31.6,65,2054.0,9.299999999999955
1,298.8,308.9,1455,41.3,208,8590.4,10.099999999999966
1,302.6,310.4,1365,66.8,80,5344.0,7.7999999999999545
1,300.1,309.5,1353,50.9,34,1730.6,9.399999999999977
1,301.8,311.1,1495,36.9,197,7269.299999999999,9.300000000000011
2,297.6,308.3,1648,29.1,134,3899.4,10.699999999999989
1,301.9,309.7,1719,31.9,0,0.0,7.800000000000011
1,303.3,312.7,1643,30.7,142,4359.4,9.399999999999977
1,303.3,311.6,1484,44.6,223,9945.800000000001,8.300000000000011
2,299.0,310.3,1662,33.6,67,2251.2000000000003,11.300000000000011
1,297.4,308.3,1854,21.8,24,523.2,10.900000000000034
0,298.9,310.5,1429,39.9,19,758.1,11.600000000000023
2,301.9,310.9,1456,43.6,45,1962.0,9.0
1,301.0,310.7,1464,45.8,184,8427.199999999999,9.699999999999989
1,299.2,308.7,1514,41.9,196,8212.4,9.5
2,297.2,308.6,1444,41.1,56,2301.6,11.400000000000034
1,299.2,309.1,1468,45.6,2,91.2,9.900000000000034
1,300.4,309.6,1543,38.1,209,7962.900000000001,9.200000000000045
0,302.4,311.1,1578,32.3,196,6330.799999999999,8.700000000000045
1,301.3,310.5,1390,45.8,63,2885.3999999999996,9.199999999999989
1,302.4,311.8,1448,43.4,141,6119.4,9.400000000000034
1,297.3,308.0,1518,36.0,59,2124.0,10.699999999999989
2,298.2,309.0,1508,40.5,192,7776.0,10.800000000000011
2,297.7,308.3,1547,36.8,74,2723.2,10.600000000000023
2,300.3,311.8,1483,45.1,181,8163.1,11.5
1,299.5,309.1,1336,42.1,217,9135.7,9.600000000000023
0,300.8,309.4,1474,40.7,104,4232.8,8.599999999999966
1,300.4,309.8,1342,52.5,68,3570.0,9.400000000000034
2,298.7,310.1,1644,34.1,46,1568.6000000000001,11.400000000000034
1,301.3,311.1,1504,39.1,2,78.2,9.800000000000011
2,295.7,306.3,1712,28.5,43,1225.5,10.600000000000023
0,300.4,310.7,1656,36.3,127,4610.099999999999,10.300000000000011
0,303.7,312.5,1520,35.6,154,5482.400000000001,8.800000000000011
1,300.1,309.1,1353,58.7,86,5048.2,9.0
1,298.2,308.9,1709,28.1,81,2276.1,10.699999999999989
2,298.1,307.8,1503,44.7,54,2413.8,9.699999999999989
1,303.6,312.5,1431,49.0,162,7938.0,8.899999999999977
2,300.7,311.9,1366,55.1,36,1983.6000000000001,11.199999999999989
1,303.7,312.3,1384,45.9,121,5553.9,8.600000000000023
1,300.7,310.8,1496,46.4,90,4176.0,10.100000000000023
1,298.7,310.1,1433,54.6,66,3603.6,11.400000000000034
1,300.9,312.0,1441,43.8,210,9198.0,11.100000000000023
1,298.9,310.1,1577,41.4,80,3312.0,11.200000000000045
1,296.1,307.1,1898,22.7,20,454.0,11.0
2,297.7,309.4,1461,43.7,142,6205.400000000001,11.699999999999989
2,298.8,310.2,1581,37.5,75,2812.5,11.399999999999977
1,303.3,311.7,1508,35.5,217,7703.5,8.399999999999977
2,297.3,307.8,1538,48.0,171,8208.0,10.5
1,297.5,308.8,1312,50.3,159,7997.7,11.300000000000011
1,300.4,309.5,1543,38.9,37,1439.3,9.100000000000023
1,297.9,309.1,1507,36.9,13,479.7,11.200000000000045
1,301.6,311.2,1408,42.9,89,3818.1,9.599999999999966
1,301.3,310.0,1438,40.9,7,286.3,8.699999999999989
1,302.6,311.0,1610,39.2,152,5958.400000000001,8.399999999999977
0,300.5,311.4,1679,27.5,59,1622.5,10.899999999999977
2,298.1,308.5,1382,54.5,17,926.5,10.399999999999977
1,301.5,310.6,1587,33.7,122,4111.400000000001,9.100000000000023
1,302.2,311.3,1382,46.4,94,4361.599999999999,9.100000000000023
1,302.5,311.9,1452,47.4,77,3649.7999999999997,9.399999999999977
2,298.1,308.3,1453,41.5,204,8466.0,10.199999999999989
1,300.5,309.7,1395,61.0,157,9577.0,9.199999999999989
1,303.7,312.8,1437,51.3,42,2154.6,9.100000000000023
1,297.2,307.9,1493,38.4,146,5606.4,10.699999999999989
2,301.9,310.9,1421,46.2,26,1201.2,9.0
1,301.7,311.0,1585,35.9,185,6641.5,9.300000000000011
1,298.9,309.8,1534,42.1,23,968.3000000000001,10.900000000000034
0,300.5,310.8,1631,30.5,132,4026.0,10.300000000000011
1,297.3,308.6,1505,33.5,14,469.0,11.300000000000011
2,298.9,310.1,1484,40.4,61,2464.4,11.200000000000045
1,299.8,311.1,1820,24.9,174,4332.599999999999,11.300000000000011
0,299.6,309.2,1597,36.3,35,1270.5,9.599999999999966
2,297.8,307.8,1622,32.1,18,577.8000000000001,10.0
1,298.8,308.4,1484,39.2,8,313.6,9.599999999999966
2,301.0,312.1,1664,28.4,168,4771.2,11.100000000000023
1,298.3,310.0,1442,43.9,110,4829.0,11.699999999999989
1,302.7,312.2,1405,51.4,157,8069.8,9.5
0,300.7,310.2,1364,65.3,208,13582.4,9.5
1,301.1,310.2,1657,34.1,52,1773.2,9.099999999999966
1,300.9,311.4,2073,21.4,105,2247.0,10.5
1,303.6,312.6,1606,33.6,184,6182.400000000001,9.0
1,300.7,310.3,1662,34.4,57,1960.8,9.600000000000023
1,298.6,308.4,1310,59.7,40,2388.0,9.799999999999955
1,303.6,312.7,1429,47.7,198,9444.6,9.099999999999966
1,300.4,309.7,1384,45.1,159,7170.900000000001,9.300000000000011
1,302.2,311.4,2080,19.2,31,595.1999999999999,9.199999999999989
2,297.9,308.8,1538,37.6,54,2030.4,10.900000000000034
2,298.4,308.2,1463,37.6,188,7068.8,9.800000000000011
1,297.7,308.9,1575,39.9,12,478.79999999999995,11.199999999999989
1,303.5,312.8,1877,22.3,96,2140.8,9.300000000000011
1,299.6,309.2,1572,33.4,20,668.0,9.599999999999966
0,302.0,309.9,1606,34.5,156,5382.0,7.899999999999977
2,297.6,308.1,1379,57.4,122,7002.8,10.5
0,300.7,311.3,1374,53.1,66,3504.6,10.600000000000023
0,298.0,308.7,1536,39.6,99,3920.4,10.699999999999989
0,304.0,313.2,1517,43.1,96,4137.6,9.199999999999989
1,303.4,311.7,1476,42.3,180,7613.999999999999,8.300000000000011
2,301.2,312.4,1428,36.6,99,3623.4,11.199999999999989
1,301.9,310.6,1467,39.3,32,1257.6,8.700000000000045
1,301.4,310.6,1347,53.3,104,5543.2,9.200000000000045
1,298.0,309.2,1527,39.5,85,3357.5,11.199999999999989
1,298.6,309.6,1533,40.7,106,4314.200000000001,11.0
1,298.4,308.8,1458,40.1,111,4451.1,10.400000000000034
1,302.2,311.4,1499,37.7,55,2073.5,9.199999999999989
0,297.7,308.3,1488,41.0,101,4141.0,10.600000000000023
1,300.8,310.8,1407,45.1,51,2300.1,10.0
2,298.1,307.6,2066,19.2,150,2880.0,9.5
1,300.0,309.6,1738,28.7,51,1463.7,9.600000000000023
0,303.3,311.4,1692,27.9,55,1534.5,8.099999999999966
0,296.7,307.5,1607,33.6,38,1276.8,10.800000000000011
2,302.7,311.7,1784,25.1,177,4442.7,9.0
1,300.4,309.7,1584,32.6,71,2314.6,9.300000000000011
1,302.3,311.3,1614,34.1,129,4398.900000000001,9.0
2,297.3,308.4,1686,34.5,97,3346.5,11.099999999999966
1,297.9,309.0,1379,47.3,28,1324.3999999999999,11.100000000000023
1,297.0,307.9,1350,47.7,168,8013.6,10.899999999999977
1,298.8,309.1,1350,52.5,111,5827.5,10.300000000000011
1,298.2,307.6,1492,37.2,178,6621.6,9.400000000000034
1,298.6,309.6,1390,50.3,196,9858.8,11.0
2,302.1,310.9,1916,23.1,51,1178.1000000000001,8.799999999999955
1,300.6,311.0,1563,40.7,87,3540.9,10.399999999999977
0,302.4,310.9,1444,40.7,174,7081.8,8.5
2,297.9,309.0,2456,13.9,82,1139.8,11.100000000000023
2,298.6,309.0,1481,40.8,6,244.79999999999998,10.399999999999977
1,302.0,309.8,1456,58.1,145,8424.5,7.800000000000011
1,300.2,310.0,1493,47.3,172,8135.599999999999,9.800000000000011
2,297.3,308.8,1586,32.7,131,4283.700000000001,11.5
1,297.4,308.6,1439,46.4,114,5289.599999999999,11.200000000000045
1,297.9,309.9,1472,45.0,183,8235.0,12.0
1,297.4,308.6,1609,36.2,116,4199.200000000001,11.200000000000045
1,300.6,309.5,1471,49.6,29,1438.4,8.899999999999977
2,299.1,308.4,1332,51.7,71,3670.7000000000003,9.299999999999955
1,300.4,310.8,1348,56.0,146,8176.0,10.400000000000034
1,299.6,310.2,1473,42.7,81,3458.7000000000003,10.599999999999966
1,300.8,311.3,1505,45.5,141,6415.5,10.5
1,303.8,312.7,1414,41.7,190,7923.000000000001,8.899999999999977
1,300.6,310.0,1313,52.9,93,4919.7,9.399999999999977
1,301.0,312.1,1675,30.7,200,6140.0,11.100000000000023
2,300.2,311.4,1450,38.5,68,2618.0,11.199999999999989
1,303.1,312.5,1453,49.1,140,6874.0,9.399999999999977
1,299.0,310.1,1505,41.3,85,3510.4999999999995,11.100000000000023
2,300.8,310.4,1450,39.4,62,2442.7999999999997,9.599999999999966
2,297.7,309.6,1596,35.2,173,6089.6,11.900000000000034
2,300.4,309.8,1356,44.4,136,6038.4,9.400000000000034
1,298.4,310.1,1455,42.2,94,3966.8,11.700000000000045
1,299.7,310.9,1491,40.1,195,7819.5,11.199999999999989
1,298.9,309.9,1404,39.8,62,2467.6,11.0
1,300.7,311.1,2377,14.3,135,1930.5,10.400000000000034
2,302.1,311.3,1511,45.0,204,9180.0,9.199999999999989
2,297.9,309.6,1515,38.8,124,4811.2,11.700000000000045
2,300.4,310.5,1644,31.4,41,1287.3999999999999,10.100000000000023
1,300.0,309.8,1474,40.6,78,3166.8,9.800000000000011
2,300.1,309.1,1533,38.0,26,988.0,9.0
1,303.5,312.0,1366,54.5,30,1635.0,8.5
1,301.8,310.8,1557,33.3,190,6326.999999999999,9.0
1,299.7,310.3,1505,37.7,4,150.8,10.600000000000023
1,303.7,313.0,1694,28.0,44,1232.0,9.300000000000011
1,300.3,311.8,1551,37.2,9,334.8,11.5
1,302.1,310.8,1772,27.1,233,6314.3,8.699999999999989
1,301.9,310.6,1331,68.6,85,5830.999999999999,8.700000000000045
1,301.0,311.0,1437,56.0,33,1848.0,10.0
2,297.5,308.9,1535,37.7,12,452.40000000000003,11.399999999999977
1,297.5,308.5,1373,39.9,110,4389.0,11.0
1,301.5,311.1,1731,27.9,101,2817.8999999999996,9.600000000000023
2,302.8,312.3,1262,70.5,234,16497.0,9.5
1,297.5,308.4,1528,39.9,160,6384.0,10.899999999999977
1,301.4,310.8,1362,53.2,4,212.8,9.400000000000034
1,302.5,310.9,1330,56.9,97,5519.3,8.399999999999977
1,298.0,309.6,1633,34.8,41,1426.8,11.600000000000023
2,300.7,310.1,1483,40.2,162,6512.400000000001,9.400000000000034
0,303.8,312.9,1378,45.6,184,8390.4,9.099999999999966
0,299.1,310.4,1369,54.5,104,5668.0,11.299999999999955
1,300.3,309.9,1540,39.9,203,8099.7,9.599999999999966
1,303.9,312.7,1528,38.4,177,6796.8,8.800000000000011
2,300.5,309.7,1341,50.9,137,6973.3,9.199999999999989
2,299.3,310.9,1826,25.1,2,50.2,11.599999999999966
1,298.3,308.0,1486,42.3,86,3637.7999999999997,9.699999999999989
1,299.1,310.2,1695,29.6,8,236.8,11.099999999999966
2,300.3,309.4,1612,33.1,150,4965.0,9.099999999999966
1,302.4,311.8,1384,50.9,99,5039.099999999999,9.400000000000034
1,298.1,309.5,1467,41.8,48,2006.3999999999999,11.399999999999977
1,300.6,312.0,1566,30.1,128,3852.8,11.399999999999977
0,300.5,311.7,1454,50.3,175,8802.5,11.199999999999989
1,296.8,307.6,1304,48.7,142,6915.400000000001,10.800000000000011
2,297.3,308.3,1595,32.2,29,933.8000000000001,11.0
1,299.2,310.3,1429,40.1,23,922.3000000000001,11.100000000000023
1,303.6,312.9,1588,31.9,53,1690.6999999999998,9.299999999999955
1,303.9,313.2,1481,40.0,100,4000.0,9.300000000000011
0,298.9,310.2,1532,37.7,166,6258.200000000001,11.300000000000011
1,297.4,308.5,1295,52.1,130,6773.0,11.100000000000023
1,302.2,310.8,1383,46.9,45,2110.5,8.600000000000023
2,301.9,310.9,1763,28.4,103,2925.2,9.0
2,297.7,309.0,1504,40.4,35,1414.0,11.300000000000011
1,298.6,309.3,1702,27.6,143,3946.8,10.699999999999989
1,297.8,308.4,1518,32.5,190,6175.0,10.599999999999966
1,300.5,310.6,1499,45.2,8,361.6,10.100000000000023
2,301.4,310.6,1565,36.1,110,3971.0,9.200000000000045
1,297.5,308.6,1452,39.0,72,2808.0,11.100000000000023
1,301.9,310.4,1610,34.8,71,2470.7999999999997,8.5
2,299.9,311.2,1579,35.5,162,5751.0,11.300000000000011
1,297.6,309.1,1449,49.1,174,8543.4,11.5
2,303.6,312.8,2659,11.4,26,296.40000000000003,9.199999999999989
0,298.9,310.6,1519,38.8,213,8264.4,11.700000000000045
1,300.6,311.7,1734,29.9,72,2152.7999999999997,11.099999999999966
1,297.2,308.0,1869,25.4,163,4140.2,10.800000000000011
2,300.5,310.2,1571,34.6,228,7888.8,9.699999999999989
1,298.4,309.1,1467,42.5,139,5907.5,10.700000000000045
2,300.7,310.6,2006,19.1,102,1948.2,9.900000000000034
1,299.8,310.2,1911,23.5,166,3901.0,10.399999999999977
1,298.4,308.2,1850,27.0,194,5238.0,9.800000000000011
2,299.6,310.2,1620,30.0,70,2100.0,10.599999999999966
1,302.4,310.4,1521,38.5,142,5467.0,8.0
1,295.5,306.0,1456,39.2,167,6546.400000000001,10.5
1,297.6,308.6,1415,47.3,169,7993.7,11.0
1,299.2,308.4,1509,39.4,0,0.0,9.199999999999989
2,301.8,310.7,1429,47.9,53,2538.7,8.899999999999977
2,303.6,312.7,1765,27.5,115,3162.5,9.099999999999966
1,302.6,311.5,1442,59.8,169,10106.199999999999,8.899999999999977
1,301.4,310.5,1571,33.9,208,7051.2,9.100000000000023
1,297.3,308.0,1447,49.0,61,2989.0,10.699999999999989
1,302.3,311.5,1507,37.5,55,2062.5,9.199999999999989
1,300.5,310.5,1695,26.7,28,747.6,10.0
1,301.0,310.9,1492,36.7,199,7303.3,9.899999999999977
2,301.3,311.1,1678,30.7,34,1043.8,9.800000000000011
1,301.5,310.6,1565,43.9,142,6233.8,9.100000000000023
1,299.9,309.6,1294,49.7,126,6262.200000000001,9.700000000000045
1,301.7,309.9,1607,37.7,93,3506.1000000000004,8.199999999999989
1,297.2,308.3,1419,39.7,115,4565.5,11.100000000000023
1,300.7,311.2,1878,24.3,24,583.2,10.5
1,297.9,308.0,1490,46.2,6,277.20000000000005,10.100000000000023
2,297.4,308.5,1638,32.2,84,2704.8,11.100000000000023
1,300.2,309.7,1275,60.7,15,910.5,9.5
1,298.0,307.8,1622,33.3,121,4029.2999999999997,9.800000000000011
1,301.7,310.2,1435,48.1,12,577.2,8.5
1,301.3,311.3,1509,42.5,213,9052.5,10.0
2,302.3,311.9,1508,42.3,159,6725.7,9.599999999999966
1,300.8,310.8,1564,36.2,31,1122.2,10.0
2,298.2,308.9,1614,35.5,15,532.5,10.699999999999989
1,298.8,310.3,1553,36.8,97,3569.6,11.5
1,298.7,309.7,1393,45.7,99,4524.3,11.0
2,300.4,311.7,1555,38.7,5,193.5,11.300000000000011
1,298.6,309.3,1537,37.6,175,6580.0,10.699999999999989
1,300.7,311.9,1399,50.2,222,11144.400000000001,11.199999999999989
2,299.9,309.5,1412,57.9,59,3416.1,9.600000000000023
2,298.0,309.0,1439,38.5,34,1309.0,11.0
1,302.2,310.9,1506,34.0,49,1666.0,8.699999999999989
2,297.6,309.6,1592,35.8,57,2040.6,12.0
2,297.8,309.3,2243,15.7,36,565.1999999999999,11.5
2,298.1,307.9,1569,37.0,29,1073.0,9.799999999999955
2,296.8,307.5,1516,36.7,135,4954.5,10.699999999999989
1,298.0,308.7,1268,69.4,189,13116.6,10.699999999999989
1,298.2,309.0,1780,29.3,91,2666.3,10.800000000000011
1,302.8,312.1,1958,20.3,56,1136.8,9.300000000000011
1,298.8,309.8,1557,37.2,139,5170.8,11.0
1,303.5,312.4,1481,43.7,20,874.0,8.899999999999977
1,298.5,309.3,1471,44.7,119,5319.3,10.800000000000011
1,298.6,308.2,1390,51.4,168,8635.199999999999,9.599999999999966
2,301.2,310.7,1962,22.5,28,630.0,9.5
1,300.6,311.8,1501,44.8,226,10124.8,11.199999999999989
2,302.3,311.7,1685,30.8,130,4004.0,9.399999999999977
1,301.0,311.2,1511,42.9,26,1115.3999999999999,10.199999999999989
2,296.9,308.4,1450,46.9,186,8723.4,11.5
1,298.5,309.7,1437,42.6,120,5112.0,11.199999999999989
1,303.1,311.2,1435,40.1,219,8781.9,8.099999999999966
1,298.9,310.1,1602,38.2,58,2215.6000000000004,11.200000000000045
2,300.8,309.7,1751,27.9,183,5105.7,8.899999999999977
1,298.5,309.5,1548,44.5,132,5874.0,11.0
2,300.4,309.6,1675,35.5,164,5822.0,9.200000000000045
1,301.7,311.1,1644,32.8,206,6756.799999999999,9.400000000000034
2,303.3,312.6,1397,47.1,137,6452.7,9.300000000000011
1,303.4,311.9,1298,63.9,59,3770.1,8.5
0,297.2,308.6,1486,46.6,98,4566.8,11.400000000000034
2,302.6,310.4,1544,35.1,25,877.5,7.7999999999999545
2,302.0,310.4,1595,32.9,135,4441.5,8.399999999999977
2,295.8,306.4,1335,51.7,69,3567.3,10.599999999999966
0,297.6,308.6,1463,46.7,85,3969.5000000000005,11.0
1,299.7,311.0,1983,21.0,201,4221.0,11.300000000000011
2,300.6,311.4,1468,40.4,55,2222.0,10.799999999999955
2,303.4,311.8,1391,42.7,197,8411.900000000001,8.400000000000034
2,302.6,310.5,1524,33.7,204,6874.8,7.899999999999977
1,304.0,312.8,1542,42.7,198,8454.6,8.800000000000011
1,295.6,306.2,1287,54.8,49,2685.2,10.599999999999966
1,298.4,310.1,1533,35.2,92,3238.4,11.700000000000045
0,302.8,312.5,1422,46.1,4,184.4,9.699999999999989
1,298.2,309.4,1398,52.9,79,4179.099999999999,11.199999999999989
1,300.3,311.1,1676,28.6,158,4518.8,10.800000000000011
1,298.1,310.0,1553,40.9,49,2004.1,11.899999999999977
2,299.3,308.4,1542,37.5,203,7612.5,9.099999999999966
1,298.0,308.8,1496,44.9,179,8037.099999999999,10.800000000000011
1,301.5,310.5,1396,44.5,117,5206.5,9.0
1,299.8,310.5,1496,38.8,215,8342.0,10.699999999999989
1,298.3,310.1,1523,45.9,99,4544.099999999999,11.800000000000011
1,298.2,308.8,1442,47.0,18,846.0,10.600000000000023
2,301.4,311.2,1476,36.5,25,912.5,9.800000000000011
2,297.2,308.3,1431,43.7,46,2010.2,11.100000000000023
0,296.8,308.1,1492,43.7,222,9701.400000000001,11.300000000000011
2,303.5,312.5,1353,51.0,172,8772.0,9.0
0,298.2,309.0,1524,39.1,100,3910.0,10.800000000000011
2,299.5,311.0,1451,43.3,136,5888.799999999999,11.5
1,300.8,310.8,1486,45.7,146,6672.200000000001,10.0
1,297.9,309.0,1502,40.2,30,1206.0,11.100000000000023
0,298.1,309.9,1686,29.1,60,1746.0,11.799999999999955
1,299.2,309.1,1605,34.3,107,3670.1,9.900000000000034
2,301.8,310.3,1465,46.5,60,2790.0,8.5
2,297.4,308.8,1573,33.9,123,4169.7,11.400000000000034
1,299.6,309.3,1558,34.8,115,4001.9999999999995,9.699999999999989
2,300.7,309.5,1439,43.8,41,1795.8,8.800000000000011
1,300.7,312.3,1420,53.8,67,3604.6,11.600000000000023
0,300.5,311.6,1476,41.7,97,4044.9,11.100000000000023
1,303.9,313.1,1310,62.9,130,8177.0,9.200000000000045
1,303.5,312.9,1504,44.8,111,4972.799999999999,9.399999999999977
1,303.5,312.9,1501,44.0,128,5632.0,9.399999999999977
0,299.8,310.2,1573,33.3,168,5594.4,10.399999999999977
1,301.2,311.0,1573,32.8,57,1869.6,9.800000000000011
2,296.4,307.5,1684,31.4,72,2260.7999999999997,11.100000000000023
2,298.2,308.9,1326,54.4,75,4080.0,10.699999999999989
1,297.7,308.7,1474,46.8,188,8798.4,11.0
1,299.8,309.1,1612,35.4,205,7257.0,9.300000000000011
0,301.1,310.0,1470,40.1,23,922.3000000000001,8.899999999999977
2,298.5,309.5,1483,44.8,92,4121.599999999999,11.0
2,300.1,310.4,1480,37.1,77,2856.7000000000003,10.299999999999955
1,297.3,308.5,1497,47.5,27,1282.5,11.199999999999989
1,303.6,311.8,1736,32.9,99,3257.1,8.199999999999989
2,298.9,309.8,1947,21.7,105,2278.5,10.900000000000034
2,297.5,308.5,1612,30.0,163,4890.0,11.0
1,302.3,311.5,1565,35.6,41,1459.6000000000001,9.199999999999989
1,298.1,308.1,1616,32.8,65,2132.0,10.0
1,299.7,309.2,1620,30.0,168,5040.0,9.5
2,298.3,309.0,1505,41.3,93,3840.8999999999996,10.699999999999989
1,301.3,310.1,1531,41.6,9,374.40000000000003,8.800000000000011
1,300.1,311.6,1530,36.6,74,2708.4,11.5
1,298.3,308.4,1593,37.0,174,6438.0,10.099999999999966
0,303.9,313.0,1517,36.0,142,5112.0,9.100000000000023
1,300.2,310.3,1514,38.7,48,1857.6000000000001,10.100000000000023
1,299.3,308.5,1772,26.1,52,1357.2,9.199999999999989
2,299.5,310.7,1488,39.5,95,3752.5,11.199999999999989
1,300.7,311.3,1522,35.2,48,1689.6000000000001,10.600000000000023
1,301.5,311.1,1459,45.1,97,4374.7,9.600000000000023
0,300.8,310.5,1582,31.1,193,6002.3,9.699999999999989
1,298.9,309.6,1589,34.2,197,6737.400000000001,10.700000000000045
1,300.4,310.2,1529,36.2,10,362.0,9.800000000000011
1,298.5,309.5,1370,52.4,113,5921.2,11.0
2,298.0,309.1,1574,34.8,40,1392.0,11.100000000000023
1,298.0,309.2,1731,28.7,38,1090.6,11.199999999999989
2,298.5,309.6,1441,48.2,107,5157.400000000001,11.100000000000023
2,299.8,309.7,1320,61.7,134,8267.800000000001,9.899999999999977
1,298.0,308.7,1771,26.2,206,5397.2,10.699999999999989
2,297.4,308.6,1469,42.6,80,3408.0,11.200000000000045
1,298.6,308.3,1422,40.4,179,7231.599999999999,9.699999999999989
1,301.0,310.5,1429,39.4,98,3861.2,9.5
2,300.8,310.3,1868,24.5,95,2327.5,9.5
1,301.2,310.3,1548,38.6,59,2277.4,9.100000000000023
2,302.2,311.4,1626,31.6,62,1959.2,9.199999999999989
1,296.9,307.6,1435,45.0,119,5355.0,10.700000000000045
0,298.3,309.2,1486,42.4,16,678.4,10.899999999999977
1,298.8,309.7,1740,28.5,152,4332.0,10.899999999999977
0,298.9,309.7,1407,48.6,161,7824.6,10.800000000000011
0,297.7,307.1,1855,22.5,7,157.5,9.400000000000034
2,297.8,309.8,1798,25.5,203,5176.5,12.0
2,298.2,308.0,1969,21.7,32,694.4,9.800000000000011
2,299.3,308.4,1468,42.2,83,3502.6000000000004,9.099999999999966
0,301.3,311.0,1580,36.6,184,6734.400000000001,9.699999999999989
2,298.9,308.6,1524,40.4,131,5292.4,9.700000000000045
1,300.3,310.2,1369,48.8,36,1756.8,9.899999999999977
1,299.8,309.3,1299,65.1,212,13801.199999999999,9.5
2,300.5,311.2,1551,36.6,205,7503.0,10.699999999999989
1,303.0,312.3,1486,42.4,112,4748.8,9.300000000000011
2,300.9,311.8,1843,24.5,25,612.5,10.900000000000034
2,304.0,313.3,1844,27.1,88,2384.8,9.300000000000011
1,300.7,312.0,1401,51.1,50,2555.0,11.300000000000011
1,303.0,311.2,1735,26.1,194,5063.400000000001,8.199999999999989
1,300.6,311.5,1459,47.0,63,2961.0,10.899999999999977
2,299.5,309.3,1506,41.5,77,3195.5,9.800000000000011
1,301.8,310.6,2672,11.8,124,1463.2,8.800000000000011
1,300.5,312.0,1478,39.0,153,5967.0,11.5
2,301.3,311.0,1402,47.5,197,9357.5,9.699999999999989
2,297.5,308.5,1401,50.5,6,303.0,11.0
1,301.5,311.2,1700,28.8,39,1123.2,9.699999999999989
2,300.7,311.1,1373,49.9,96,4790.4,10.400000000000034
2,301.5,310.7,1460,38.6,14,540.4,9.199999999999989
1,298.8,309.7,1751,29.6,160,4736.0,10.899999999999977
1,297.8,308.7,1404,44.2,62,2740.4,10.899999999999977
